sentiment_word-情感关键词,sentiment_anls-情感正负面
不喜欢;容易;,-1;1;
差;不快;,-1;-1;
差劲;,-1;
不满;正品;差评;破;好用;严重;,-1;1;-1;-1;1;-1;
实惠;不错;,1;1;
太差;坏;,-1;-1;
好;,1;
,
垃圾;便宜;,-1;1;
适合;不错;有问题;刺耳;可以;很大;无法忍受;,1;1;-1;-1;1;1;-1;
不错;喜欢;,1;1;
可以;不错;方便;很多;差不多;推荐;满意;很好;推荐;,1;1;1;1;0;1;1;1;1;
一般;还行;,0;1;
一般;偏小;,0;-1;
好难;,-1;
,
坏;,-1;
不稳;一般般;,-1;0;
明显;不敢恭维;糟糕;,0;-1;-1;
多快好省;,1;
,
一般;,0;
挺好;,1;
一般;,0;
物美价廉;超值;很干;实用;很快;,1;1;-1;1;1;
不行;好看;一般;,-1;1;0;
不错;还行;,1;1;
不是好;,-1;
差;不值;,-1;-1;
挺好;还可以;,1;1;
还行;繁琐;还行;不少;还行;很好;积极;不是愉快;不太好;,1;-1;1;1;1;1;1;-1;-1;
太差;无语;,-1;-1;
薄;,0;
,
正品;不是新;,1;-1;
不错;还可以;,1;1;
脱落;有划痕;,-1;-1;
好;,1;
人性化;太高;很差;卡顿;慢;厉害;不足;,1;-1;-1;-1;-1;1;-1;
坏;,-1;
不错;结实;,1;1;
划算;,1;
不方便;不满意;差评;,-1;-1;-1;
坑;假货;贼慢;爱理不理;挺好;欺骗;,-1;-1;-1;-1;1;-1;
不错;,1;
不错;太臭;还可以;,1;-1;1;
明显;,0;
物美价廉;很干;好;便捷;,1;-1;1;1;
上好;,1;
正品;正常;快;,1;1;1;
欺骗;,-1;
,
不错;,1;
还行;快;,1;1;
物美价廉;方便;,1;1;
还行;太差;,1;-1;
花屏;垃圾;新;,-1;-1;1;
一般;,0;
不错;好;,1;1;
实惠;不是正品;较重;,1;-1;-1;
很坑;,-1;
不平;摇晃;拖拖拉拉;不稳;差评;,-1;-1;-1;-1;-1;
不错;快;好评;,1;1;1;
不值;,-1;
挺好;,1;
很好;喜欢;,1;1;
方便;,1;
不能差;可以;,1;1;
,
郁闷;很大;,-1;1;
还行;,1;
不新鲜;很大;不够香;,-1;1;-1;
不好;没法用;,-1;-1;
很暖;很好;,1;1;
假货;,-1;
地摊货;短;有问题;,-1;-1;-1;
,
不咋的;坏;,-1;-1;
还行;,1;
太差;,-1;
对得起;一般;,1;0;
很差;,-1;
,
不错;,1;
失败;太差;,-1;-1;
很好;精美;满意;划算;,1;1;1;1;
顺口;淡;,1;-1;
零分;能用;垃圾;没有零分;,-1;1;-1;1;
,
接触不良;容易;贵;,-1;1;-1;
,
太差;无语;差评;严重;,-1;-1;-1;-1;
喜欢;满意;,1;1;
,
垃圾;很差;,-1;-1;
还可以;,1;
很强;很快;很好;,1;1;1;
一般;,0;
浑浊;明显;名贵;有毒;,-1;0;1;-1;
不好用;不干;,-1;1;
不是很贵;没有好;,1;-1;
还好;浪费时间;极低;太长;,1;-1;-1;-1;
太差;,-1;
掉价;,-1;
不错;及时;,1;1;
一般般;牛逼;,0;1;
太贵;,-1;
,
,
还可以;,1;
不错;不给力;,1;-1;
不好;,-1;
,
很快;,1;
差;,-1;
挺小;,1;
不符;,-1;
不高兴;,-1;
挺小;不错;,1;1;
脏;恶心;,-1;-1;
,
,
还可以;,1;
很干;物美价廉;不错;喜欢;完美;干净;,-1;1;1;1;1;1;
太差;,-1;
很好;快;方便;,1;1;1;
耐用;硬;,1;-1;
不可以;极差;很多;过于;不严密;简陋;缺陷;信任;过分;次;粗糙;,-1;-1;1;-1;-1;-1;1;1;-1;-1;-1;
不愉快;,-1;
很好;方便;,1;1;
亏;垃圾;,-1;-1;
残次品;次品;闹心;不正宗;差评;太差;,-1;-1;-1;-1;-1;-1;
不错;,1;
忽悠;还好;,-1;1;
超慢;,-1;
出错;破;,-1;-1;
一般;不错;,0;1;
垃圾;,-1;
太差;,-1;
,
挺快;,1;
差劲;,-1;
不错;可以;,1;1;
不好用;,-1;
用不上;,-1;
,
坏;快;,-1;1;
还行;,1;
给力;快;,1;1;
太少;,-1;
不好;慢;不稳;垃圾;,-1;-1;-1;-1;
还可以;,1;
挺好;满意;慢;,1;1;-1;
一般;,0;
差;,-1;
很快;不错;方便;,1;1;1;
不错;挺高;好评;喜欢;,1;1;1;1;
谨慎;垃圾;,0;-1;
不好;太贵;,-1;-1;
,
,
不干净;费;,-1;-1;
还行;很好;,1;1;
差;,-1;
,
正品;丢人;,1;-1;
不错;,1;
不错;,1;
很好;,1;
坏;漏;差评;伤心;,-1;-1;-1;-1;
不错;,1;
满意;很好;,1;1;
精细;很高;一流;新颖;好;周到;,1;1;1;1;1;1;
坏掉;慎重;容易;太差;,-1;-1;1;-1;
延迟;还可以;,-1;1;
行;麻烦;合理;可以;有损坏;明显;不算便宜;,1;-1;1;1;-1;0;-1;
不适;,-1;
不错;有用;不错;卓越;赞;很快;蠢;更好;满意;棒;贵;,1;1;1;1;1;1;-1;1;1;1;-1;
缺陷;,1;
浪费;好;,-1;1;
瑕疵;明显;,-1;0;
不错;舒服;挺好;,1;1;1;
正品;不错;,1;1;
便宜;好;好用;,1;1;1;
一般;凉凉的;还可以;,0;1;1;
棒;不喜欢;易折断;,1;-1;-1;
不错;正合适;,1;1;
享受;韵味无穷;,1;1;
薄;好;很好;,0;1;1;
,
很好;喜欢;很快;满意;容易;,1;1;1;1;1;
拧不上;费;太短;,-1;-1;-1;
有趣;不错;简单;易懂;,1;1;1;1;
一般;,0;
安静;对得起;,1;1;
还可以;较干;,1;-1;
很薄;很差;,-1;-1;
好;好用;,1;1;
不开心;,-1;
一般;,0;
失望;好;,-1;1;
喜欢;,1;
较小;不错;,-1;1;
不假货;,1;
很多;好用;,1;1;
卡住;,-1;
不好用;,-1;
好;太棒;,1;1;
不好;,-1;
漂亮;可以;,1;1;
不便宜;好用;,-1;1;
不正品;,-1;
不错;很淡;不油;,1;-1;1;
粘稠;,-1;
很多;不是阴谋;不要忽悠;,1;1;1;
马马虎虎;喜欢;喜欢;不予考虑;拉风;,0;1;1;-1;1;
坏;坏;仁至义尽;省钱;麻烦;不慢;,-1;-1;-1;1;-1;1;
很多;很多;,1;1;
不错;快;郁闷;太差;,1;1;-1;-1;
滋润;不是很好;贵;不油;,1;-1;-1;1;
费;不错;可惜;好大;好用;,-1;1;-1;-1;1;
很重;挺好;实用美观;,-1;1;1;
能用;可以;很长;,1;1;1;
不成熟;不稳;次;麻烦;难拧;很烦;费劲;烫;烫手;费劲;一般;,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;
简易;舒服;合适;,1;1;1;
麻烦;方便;,-1;1;
不错;很大;,1;1;
摇晃;差;很高;很薄;,-1;-1;1;-1;
还可以;,1;
不喜欢;,-1;
不好用;很多;别薄;,-1;1;0;
很干;贵;没有神奇;差不多;,-1;-1;-1;0;
差;细微;,-1;-1;
小贵;不好用;,-1;-1;
正品;好;大爱;,1;1;1;
行;卡;,1;-1;
不好;便宜;不怎么样;,-1;1;-1;
贵;,-1;
不好用;,-1;
快;好;,1;1;
不如好;不大喜欢;,-1;-1;
给力;盗版;不好;,1;-1;-1;
不错;更好;可以;值得;,1;1;1;1;
一般;差;,0;-1;
夸张;,-1;
满意;,1;
实用;还可以;相符;,1;1;1;
便宜;很快;好大;,1;1;-1;
小巧;不好;功能齐全;,1;-1;1;
不错;不错;挺好;,1;1;1;
棒棒的;,1;
严重;旧;失望;,-1;-1;-1;
太差;差评;凑合;,-1;-1;0;
变质;很好;变质;,-1;1;-1;
推荐;不错;还可以;,1;1;1;
好;,1;
不错;本来五星;,1;-1;
,
可以;,1;
不喜欢;值得;可惜;,-1;1;-1;
没有好;黏糊糊;,-1;-1;
很快;推荐;不适;,1;1;-1;
失望;不如普通;,-1;0;
环保;清淡;清淡;喜欢;,1;1;1;1;
硬;可以;,-1;1;
,
慢;尚可;不准;,-1;1;-1;
太差;,-1;
温和;舒服;很好;清淡;,1;1;1;1;
很快;一般;高;失灵;很多;很多;很好;抹黑;,1;0;1;-1;1;1;1;-1;
不好;垃圾;,-1;-1;
便宜;不错;很好;正版;,1;1;1;1;
不平;不是很大;够用;,-1;-1;1;
好;好用;,1;1;
暖;,1;
很小;容易皱;一般;,1;-1;0;
喜欢;,1;
不高兴;,-1;
浅;很好;,-1;1;
,
不错;清爽;清新;,1;1;1;
刚好;合理;合适;舒服;,1;1;1;1;
还可以;,1;
干净;好清洗;长;可以;,1;1;1;1;
没法用;,-1;
,
能用;挺大;可以;方便;,1;1;1;1;
容易变形;滋润;软软的;不怎么稳;小巧方便;可以;太少;舒服;滑滑的;不好;好;还好;,-1;1;1;-1;1;1;-1;1;1;-1;1;1;
一般;不怎么好;不然别扭;,0;-1;1;
,
好;不错;实惠;,1;1;1;
很好;好;高;,1;1;1;
不怎么样;太高;小贵;,-1;-1;-1;
不是很好;,-1;
差不多;失败;,0;-1;
很好;慎重;不错;,1;-1;1;
实用;可以;,1;1;
可以;,1;
不适;不舒服;,-1;-1;
坏;差;太差;,-1;-1;-1;
快;久;,1;0;
很厚;很好;很好;,1;1;1;
,
白买;不符;,-1;-1;
不错;,1;
太水了;卓越;抗议;拆过;错;严重;,-1;1;-1;-1;-1;-1;
光滑;好;,1;1;
不值;一般;,-1;0;
黏黏糊糊;不舒服;不错;,-1;-1;1;
不错;可以;很好;,1;1;1;
没有坏;垃圾;,1;-1;
不怎么满意;不行;强;,-1;-1;1;
不符;,-1;
满意;很轻;,1;1;
有点效果;,1;
,
过敏;,-1;
,
,
一般;卓越;赞;很快;不繁琐;,0;1;1;1;1;
不好;,-1;
一般;差;失败;低;薄;矮;一般;高;坚定;没突出;,0;-1;-1;-1;0;-1;0;1;1;-1;
不错;,1;
精致;适中;很好;,1;0;1;
卡;看不到;,-1;-1;
,
水润;不是很多;,1;-1;
好;好;,1;1;
不错;好看;舒服;柔和;,1;1;1;1;
,
不错;修身;不肥大;,1;1;1;
喜欢;好;好;最好;,1;1;1;1;
不好;垃圾;,-1;-1;
很好;很快;,1;1;
不错;脏;脏;,1;-1;-1;
错;,-1;
没有垃圾;,1;
差;,-1;
没有香香的;,-1;
不好用;好;粗糙;,-1;1;-1;
很疼;很大;小巧;适合;不值;普通;硬;锋利;普遍;普通;,-1;1;1;1;-1;0;-1;1;1;0;
新;有点油;不舒服;没的说;,1;-1;-1;1;
很慢;,-1;
,
可以;,1;
差;疼;很多;尚可;很多;不是一般;,-1;-1;1;1;1;0;
,
还行;不算便宜;,1;-1;
很痒;很差;,-1;-1;
,
还行;不好伸展;,1;-1;
迅速;超值;贴心;管用;好;好用;,1;1;1;1;1;1;
很齐;,1;
,
很多;,1;
不错;犹豫;,1;-1;
不错;不怎么好;,1;-1;
漏;卓越;不用遗憾;,-1;1;1;
,
一般;卡顿;,0;-1;
不错;高;,1;1;
不是仔细;,-1;
,
恐怖;假货;费;一般;无语;,-1;-1;-1;0;-1;
不如普通;,0;
正品;实惠;,1;1;
值得;不错;,1;1;
实惠;,1;
充不进去;不好;,-1;-1;
坏;垃圾;太差;,-1;-1;-1;
坏;,-1;
喜欢;,1;
不合适;,-1;
,
镇定;,1;
,
费力;高;较小;,-1;1;-1;
,
漏;,-1;
一般般;可以;简陋;很多;,0;1;-1;1;
适合;,1;
麻烦;破;,-1;-1;
开心;很厚;好;,1;1;1;
粘稠;正品;郁闷;不会假货;不是正品;,-1;1;-1;1;-1;
破裂;合理;,-1;1;
很快;,1;
差;烂;不低;,-1;-1;1;
后悔;差不多;恶劣;没贵;极差;极大;贵;,-1;0;-1;1;-1;1;-1;
太高;一般般;不是出色;,-1;0;-1;
一般;一般;百年老店;败笔;,0;0;1;-1;
便宜;,1;
型;差评;高分;,1;-1;1;
不是很好;实用;,-1;1;
很小;贵;一般;可以;,1;-1;0;1;
平衡;仔细;麻烦;不平;不怎么样;,1;1;-1;-1;-1;
落后;最好;,-1;1;
可以;,1;
,
差不多;大雅;很少;行;无语;,0;1;1;1;-1;
困难;,-1;
很好;,1;
不幸;过敏;,-1;-1;
负责;难用;失望;难用;,1;-1;-1;-1;
容易脏;喜欢;没有好;,-1;1;-1;
还可以;喜欢;,1;1;
,
给力;标准;简单;贵;完善;正常;合理;很多;,1;0;1;-1;1;1;1;1;
,
超大;舒服;,1;1;
偏干;管用;,-1;1;
很好;经典;不能经典;,1;1;-1;
漏;很好;,-1;1;
没有失望;,1;
垃圾;,-1;
臭;不好;不耐用;没事;很假;很大;,-1;-1;-1;0;-1;1;
乱七八糟;仔细;不错;很好;恶心;乱七八糟;失望;对不上;,-1;1;1;1;-1;-1;-1;-1;
不好用;,-1;
很好;,1;
碎;,-1;
,
不错;喜欢;,1;1;
正品;不错;,1;1;
,
不错;,1;
越来越差;没有满意;厚;不难受;,-1;-1;0;1;
不错;不好;,1;-1;
郁闷;过期;过敏;,-1;-1;-1;
还好;,1;
痒;不错;喜欢;很好;不是痒;,-1;1;1;1;1;
厚;,0;
准确;,1;
很厚;值得;,1;1;
,
缺陷;,1;
还好;不错;水润;,1;1;1;
还行;,1;
较少;不太好;一般;,-1;-1;0;
没有好;差强人意;,-1;-1;
灵活;舒适;小巧;粘毛;时尚;很好;好;,1;1;1;-1;1;1;1;
无法正常;接触不良;,-1;-1;
一般;垃圾;,0;-1;
简单;精致;遗憾;更好;实用;可以;轻松;,1;1;-1;1;1;1;1;
差;很多;,-1;1;
脏;破;,-1;-1;
实惠;不错;方便;,1;1;1;
稍暗;,-1;
太差;起毛;,-1;-1;
瑕疵;重大;,-1;1;
不值;不错;不正版;不值;,-1;1;-1;-1;
很轻;方便;,1;1;
差评;拆过;严重;,-1;-1;-1;
,
,
不错;快;不难;便宜;,1;1;1;1;
,
,
人性化;漂亮;合理;棒;喜欢;大方;,1;1;1;1;1;1;
不是理解;不明显;正常;舒服;凉爽;沉;正好;,-1;0;1;1;1;-1;1;
太低;,-1;
不实用;太贵;,-1;-1;
高;舒服;不开心;,1;1;-1;
,
很厚;舒服;,1;1;
不好;足;明显;,-1;1;0;
不好;不对;很多;恶心;,-1;-1;1;-1;
无语;贵;不影响;很好;明显;好;,-1;-1;0;1;0;1;
不用变硬;不错;很久;好;久;,1;1;-1;1;0;
喜欢;没的说;很棒;好;,1;1;1;1;
长;可以;可以;很好;,1;1;1;1;
过分;很大;很轻;不足;垃圾;干净;,-1;1;1;-1;-1;1;
还可以;好;太差;,1;1;-1;
便宜;还行;,1;1;
不好用;一般;不推荐;不高;,-1;0;-1;0;
,
合适;不怎么好;容易;,1;-1;1;
容易;,1;
变质;臭臭的;臭臭的;,-1;-1;-1;
一模一样;长;随便;不喜欢;可以;,1;1;-1;-1;1;
喜欢;,1;
,
无语;好;,-1;1;
不错;很好;,1;1;
安静;好;好用;,1;1;1;
粘粘的;没有好;,-1;-1;
不少;不敢相信;费解;不正常;明显;,1;-1;-1;-1;0;
很多;慢;,1;-1;
很好;舒适;,1;1;
,
不是精致;不错;太贵;,-1;1;-1;
糟糕;快;,-1;1;
不错;,1;
正品;,1;
值得;清爽;,1;1;
很好;,1;
差评;打不开;,-1;-1;
缺陷;还可以;不爽;不影响;,1;1;-1;0;
很大;太差;造假;,1;-1;-1;
清楚;,1;
不是喜欢;,-1;
简单;失望;,1;-1;
很轻;坏;很薄;蛮大;好;,1;-1;-1;1;1;
给力;,1;
滑;滑不动;卡;,1;-1;-1;
不是很大;更好;扎实;,-1;1;1;
普通;还可以;晕妆;出色;,0;1;-1;1;
很干;,-1;
明显;模糊;不规范;推脱;不想负责;明显;百般推脱;冒牌;随意;可信;过期;模糊;劣质;不厚道;,0;-1;-1;-1;-1;0;-1;-1;1;1;-1;-1;-1;-1;
不错;小贵;,1;-1;
柔软;适中;,1;0;
太短;还好;坏掉;,-1;1;-1;
不舒服;,-1;
点赞;及时;值得;,1;1;1;
扯皮;卓越;可以;很好;透明;瘪;拆封过;不少;,-1;1;1;1;1;-1;-1;1;
很快;挺好;,1;1;
标准;怪诞;错;泛白;,0;-1;-1;-1;
一般;挺大;,0;1;
不错;慢;,1;-1;
不响;,1;
好;,1;
差评;超差;太差;,-1;-1;-1;
,
可以;好看;方便;,1;1;1;
喜欢;不错;,1;1;
不适;好;,-1;1;
刚好;还可以;,1;1;
喜欢;,1;
大方;简单;喜欢;很厚;,1;1;1;1;
喜欢;,1;
不便宜;还行;,-1;1;
很好;,1;
不错;很快;高;,1;1;1;
可以;,1;
很好;,1;
不错;坏;刺鼻;不好;,1;-1;-1;-1;
不错;不是专业;,1;-1;
,
无良;不良;不坏;,-1;-1;1;
,
环保;,1;
不错;蛮好;可以;枯燥;,1;1;1;-1;
容易;不容易;,1;1;
很高;还好;,1;1;
不便宜;没好;,-1;-1;
正品;好用;,1;1;
差不多;,0;
有点油;不毛躁;,-1;1;
高级;不行;,1;-1;
可以;,1;
不错;可爱;还可以;,1;1;1;
大言不惭;失望;吹牛;破;,-1;-1;-1;-1;
还好;满意;,1;1;
坏;,-1;
漂亮;一般般;坚固;,1;0;1;
还好;,1;
不错;,1;
不值;一般;,-1;0;
舒服;喜欢;,1;1;
烂;,-1;
还可以;,1;
实惠;很快;,1;1;
实惠;足够;,1;1;
失败;郁闷;坏;很好;,-1;-1;-1;1;
假;不是假;不值;很多;粗糙;,-1;1;-1;1;-1;
不错;喜欢;,1;1;
太软;挺好;不是耐用;,-1;1;-1;
满意;好评;,1;1;
差;好;好;,-1;1;1;
不错;,1;
索然无味;,0;
,
很强;很好;,1;1;
,
渣;,-1;
小贵;不好;很强;挺好;,-1;-1;1;1;
不错;不锋利;,1;-1;
长;,1;
不错;实用;高;漂亮;,1;1;1;1;
幽默风趣;喜欢;,1;1;
新;二手;夸张;不错;二手货;二手;,1;-1;-1;1;-1;-1;
还行;廉价;,1;1;
很高;不错;,1;1;
太短;,-1;
,
,
正品;不错;很好;神速;,1;1;1;1;
二手货;二手货;,-1;-1;
平衡;很多;五星;明显;,1;1;1;0;
差;卡;,-1;-1;
能用;不准;实惠;准;,1;-1;1;1;
裂;,-1;
不是环保;没有问题;,-1;1;
消失;很快;很差;,0;1;-1;
一般般;,0;
不推荐购买;不好;,-1;-1;
喜欢;可以;快;,1;1;1;
可以;失望;,1;-1;
很好;,1;
,
最好;,1;
,
假货;一模一样;,-1;1;
不安;,-1;
物有所值;很大;丰富;很厚;,1;1;1;1;
太香;不喜欢;不舒服;头疼;,1;-1;-1;-1;
,
,
严格;可以;,1;1;
,
举步维艰;大失所望;严重;,-1;-1;-1;
不适;很小;,-1;1;
破;,-1;
一般;不值;很轻;,0;-1;1;
,
可以;还可以;可惜;,1;1;-1;
弱;,-1;
不实用;,-1;
优秀;,1;
轻便;,1;
滋润;可以;,1;1;
下滑;,-1;
不错;好;,1;1;
刚好;盗版;夸张;不完整;,1;-1;-1;-1;
优秀;,1;
郁闷;很长;舒服;很多;恰到好处;重;很棒;协调;,-1;1;1;1;1;-1;1;1;
香;淡;,1;-1;
很强;很好;一流;优质;,1;1;1;1;
好;,1;
本来不行了;,0;
差;差不多;不清楚;,-1;0;-1;
差;粗糙;可以;锋利;,-1;-1;1;1;
不错;挺好;,1;1;
简单;,1;
好;,1;
不错;小小的;好;,1;-1;1;
吉利;很好;喜欢;最好;,1;1;1;1;
喜欢;太少;,1;-1;
漏;黏糊糊;,-1;-1;
薄;差;,0;-1;
淡淡的;喜欢;方便;好闻;,1;1;1;1;
不少;贵;贵;,1;-1;-1;
不耐用;,-1;
不错;惊喜;很好;很棒;,1;1;1;1;
好;值得;,1;1;
假货;很差;,-1;-1;
贵;,-1;
不足;,-1;
,
,
不好;破破烂烂;,-1;-1;
没劲;厚实;弄不动;,-1;1;-1;
型;呆若木鸡;不要费钱;,1;-1;1;
很差;旧;,-1;-1;
麻烦;,-1;
没有坏;越来越差;,1;-1;
细腻;干净;喜欢;,1;1;1;
垃圾;怒不可遏;,-1;-1;
很好;不错;,1;1;
说得过去;,0;
还可以;,1;
不错;舒适;不错;起毛;,1;1;1;-1;
本来五星;很好;不靠谱;,-1;1;-1;
费时间;,-1;
不错;努力;,1;1;
一般;,0;
不错;,1;
不是新;二手;很久;坏;,-1;-1;-1;-1;
好用;推荐购买;,1;1;
不错;,1;
很大;,1;
省油;超强;很薄;,1;1;-1;
还好;不是紧密;可以;轻松;,1;-1;1;1;
不错;还行;满意;,1;1;1;
,
不值;不符;,-1;-1;
不适;不值;一般;差;,-1;-1;0;-1;
还可以;,1;
贵;还好;,-1;1;
方便;,1;
适中;,0;
表扬;快;,1;1;
实用;喜欢;便宜;,1;1;1;
普遍;标准;容易;起泡;,1;0;1;-1;
不错;可以;,1;1;
粗制滥造;粗糙;不行;,-1;-1;-1;
使用方便;可以;舒展;有帮助;,1;1;1;1;
失望;,-1;
极差;越来越差;,-1;-1;
安好;,1;
鲜艳;适合;,1;1;
滋润;适合;无香;不错;太香;,1;1;-1;1;1;
好;足够;赞;很好;犹豫;适用;可以;喜欢;有问题;极好;免费;好;,1;1;1;1;-1;1;1;1;-1;1;1;1;
差;不敢相信;明显;垃圾;很差;,-1;-1;0;-1;-1;
不错;很重;不错;,1;-1;1;
厚;可以;太热;,0;1;-1;
不错;,1;
不错;很快;挺好;很好;方便;,1;1;1;1;1;
不错;,1;
错;,-1;
实惠;满意;一般;好;,1;1;0;1;
不错;有问题;很轻;,1;-1;1;
很好;,1;
,
好吃;,1;
高档;,1;
清新;,1;
一般般;,0;
偏贵;好用;,-1;1;
好东西;齐全;,1;1;
还可以;,1;
正好;轻巧;还行;,1;1;1;
不好;还好;,-1;1;
持久;慢;,1;-1;
盗版;差;,-1;-1;
很好;,1;
很好;很淡;,1;-1;
粗糙;不正品;,-1;-1;
不错;快;很多;节省;,1;1;1;1;
很重;不错;好;,-1;1;1;
太长;一般般;,-1;0;
一般;可以;一般般;方便;不错;很赞;偏低;便携;,0;1;0;1;1;1;-1;1;
推荐;温和;很好;,1;1;1;
,
还可以;,1;
心都碎了;怪怪的;清楚;慢;,-1;-1;1;-1;
太高;,-1;
高;不错;,1;1;
痛;,-1;
型;失望;很差;,1;-1;-1;
不喜欢;光滑;不错;,-1;1;1;
简单;可以;,1;1;
刺鼻;,-1;
,
不错;挺大;挺快;没有问题;不是好;,1;1;1;1;-1;
还行;,1;
不合适;挺好;,-1;1;
亮点;硬;不灵活;灵活;,1;-1;-1;1;
不想多说;渣;不错;,-1;-1;1;
很厚;不错;冒充;,1;1;-1;
简单;挺好;喜欢;,1;1;1;
不值;迷惑;,-1;-1;
,
很快;很好;高速;,1;1;1;
滋润;便宜;地摊货;无明显;失望;一模一样;,1;1;-1;0;-1;1;
烂;坏;,-1;-1;
不好;不好;,-1;-1;
物有所值;喜欢;,1;1;
不错;,1;
还行;不错;,1;1;
很快;,1;
不太好;,-1;
很好;好;久;,1;1;0;
棒;棒;失望;,1;1;-1;
合适;,1;
不值;,-1;
很好;很快;,1;1;
快;,1;
凉快;清凉;,1;1;
坏;好;,-1;1;
短;不便宜;差不多;慎重;,-1;-1;0;-1;
还好;,1;
有问题;,-1;
不好;很好;费劲;,-1;1;-1;
不错;,1;
很烂;,-1;
不错;很高;很好;快;还可以;丰富;,1;1;1;1;1;1;
不喜欢;干;不很干;,-1;-1;1;
烂;,-1;
不行;,-1;
,
一般;,0;
,
有划痕;,-1;
假货;,-1;
,
正品;很好;可以;喜欢;,1;1;1;1;
还可以;太重;,1;-1;
挺大;快;好;,1;1;1;
不容易;不好;可以;,1;-1;1;
,
一般;好;,0;1;
实用;不是摇摇晃晃;结实;,1;1;1;
不错;,1;
暴力;没有舒服;硬;很多;稀烂;明显;变形;,-1;-1;-1;1;-1;0;-1;
喜欢;破;,1;-1;
刚好;太贵;看不出;,1;-1;-1;
快;普通;差不多;,1;0;0;
偏高;,-1;
坏;,-1;
长;没有长;很多;,1;-1;1;
碎;凹进去;,-1;-1;
方便;,1;
不如标准;明显;粘口;,0;0;-1;
好东西;,1;
小心翼翼;不错;没错;薄;粗糙;值得;,1;1;1;0;-1;1;
不错;好;,1;1;
信赖;值得;,1;1;
舒服;正好;,1;1;
鸡肋;,-1;
挺好;,1;
无语;干;,-1;-1;
受不了;还行;太香;香;,-1;1;1;1;
漂亮;巨大;不便;好用;,1;0;-1;1;
漂亮;惊喜;,1;1;
次品;倒霉;,-1;-1;
很好;正品;适合;清爽;,1;1;1;1;
变形;,-1;
不错;,1;
垃圾;,-1;
还可以;,1;
不少;粗糙;舒服;可以;棒;滑;高;舒服;拆过;,1;-1;1;1;1;1;1;1;-1;
无语;,-1;
喜欢;,1;
麻烦;,-1;
持久;,1;
不专业;很大;过敏;缺陷;,-1;1;-1;1;
不错;不错;,1;1;
可爱;喜欢;,1;1;
还可以;,1;
合理;好;适中;,1;1;0;
舒服;锋利;,1;1;
不错;,1;
物有所值;很好;舒服;太贵;,1;1;1;-1;
挺好;,1;
不错;很薄;,1;-1;
可以;,1;
,
很快;很好;很好;,1;1;1;
不错;好评;,1;1;
坏;,-1;
不行了;,0;
推荐;,1;
,
还行;很重;,1;-1;
麻烦;,-1;
威猛;最好;,1;1;
软软的;喜欢;,1;1;
没有意思;,-1;
高;一般;一般;,1;0;0;
松动;严重;不是正品;不符;,-1;-1;-1;-1;
便宜;不是明显;,1;0;
还行;,1;
还行;,1;
一举两得;,1;
细致;,1;
一般;太高;,0;-1;
,
一般;,0;
可以;方便;,1;1;
难看;,-1;
反感;很好;不错;,-1;1;1;
推荐;,1;
能用;慢;,1;-1;
结实;蛮大;,1;1;
假;很短;,-1;-1;
物超所值;,1;
,
破;,-1;
,
不错;可以;,1;1;
假货;失望;,-1;-1;
容易;无法全面;体谅;,1;-1;0;
无良;过分;,-1;-1;
小贵;好用;,-1;1;
,
很小;很多;漏;明显;行;,1;1;-1;0;1;
偏深;方便;很高;不算细腻;,-1;1;1;-1;
,
不错;,1;
老实;,1;
惊艳;深沉;过高;不严肃;,1;1;-1;1;
很好;不错;有分量;,1;1;1;
不推荐;严重;破;凑合;地摊货;,-1;-1;-1;0;-1;
放心;薄;方便;,1;0;1;
很多;,1;
符合;不明显;不错;,1;0;1;
不敢恭维;,-1;
很差;,-1;
单一;后悔;不喜欢;呆板;过于;过于;生硬;乏味;不成熟;,-1;-1;-1;-1;-1;-1;-1;-1;-1;
破;伤心;坏;,-1;-1;-1;
,
还好;,1;
还好;受不了;无功无过;太浓;好;推荐;,1;-1;0;-1;1;1;
不影响;喜欢;,0;1;
精细;合适;挺好;,1;1;1;
,
还可以;,1;
很大;不好;很好;,1;-1;1;
卓越;差;一般;惊人;慢;名不符实;欺骗;,1;-1;0;1;-1;-1;-1;
好;,1;
一般;,0;
缺乏;,-1;
薄;有问题;正常;粗糙;不平;很大;,0;-1;1;-1;-1;1;
将就;次品;还好;不想麻烦;没有仔细;,-1;-1;1;1;-1;
爱吃;不行;,1;-1;
不错;,1;
不可思议;次;垃圾;,0;-1;-1;
贵;不好;不怎么清凉;,-1;-1;-1;
,
垃圾;,-1;
正品;,1;
,
值得;一致;美中不足;适合;信赖;棒;,1;1;0;1;1;1;
好用;方便;,1;1;
不符;炫;,-1;1;
表扬;慢;难得;实用;很好;舒服;好;实惠;,1;-1;0;1;1;1;1;1;
泛白;真实;好;还可以;,-1;1;1;1;
失败;很快;不好;有韧性;易折断;不满意;明显;很好;麻烦;,-1;1;-1;1;-1;-1;0;1;-1;
正品;,1;
不坑;,1;
不错;,1;
不错;,1;
,
物有所值;不错;耐用;实用;,1;1;1;1;
合适;淡淡的;满意;自然;,1;1;1;1;
正常;,1;
标准;恶心;想吐;很多;明显;好;别扭;,0;-1;-1;1;0;1;-1;
,
不敢恭维;,-1;
不错;,1;
过分;推荐;不配;,-1;1;-1;
详尽;喜欢;,1;1;
